5.69595E+17,negative,0.6384,Customer Service Issue,0.6384,American,,jkordyback,,0,@AmericanAir I’ll play it by ear. I know that you are doing your best. Buy some chewey oatmeal cookies for your customer care folks.,,2/22/15 12:31,"North Saanich, BC",Pacific Time (US & Canada)
5.69595E+17,neutral,0.6767,,0,American,,RafaANieves,,0,"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?",,2/22/15 12:31,,Quito
5.69595E+17,negative,1,Customer Service Issue,1,American,,jmgscott,,0,@AmericanAir I've been trying for 4 hours to get hold of someone.,,2/22/15 12:29,"Dallas, TX",Central Time (US & Canada)
5.69595E+17,positive,0.6566,,0,American,,Ag03Recruiter,,0,@AmericanAir thank you for quick responses.   #aa usually has fantastic customer service. That's why I was so shocked when it wasn't there,,2/22/15 12:28,"Fort Worth, TX",Central Time (US & Canada)
5.69594E+17,negative,0.7021,Late Flight,0.7021,American,,JasonPeppel,,0,@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?,,2/22/15 12:27,,
5.69594E+17,negative,1,Customer Service Issue,1,American,,ColourBasis,,0,"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26",,2/22/15 12:26,"National, based in Texas",Central Time (US & Canada)
5.69594E+17,negative,1,Customer Service Issue,0.6275,American,,TomGasparetti,,0,@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?,,2/22/15 12:26,,
5.69594E+17,negative,0.7094,Customer Service Issue,0.7094,American,,guernicaguy,,0,@AmericanAir Hey AA - can you help with an itinerary for a plat custy?  Stuck in PVR and phones aren't working,,2/22/15 12:25,,
5.69594E+17,negative,0.6541,Customer Service Issue,0.6541,American,,otisday,,0,@AmericanAir @ShannonBloom Where's my DM? Where's my voucher? Who's paying my $70 cab and my $50 car back to JFK tomorrow?,,2/22/15 12:24,Pekin,Eastern Time (US & Canada)
5.69593E+17,negative,1,Customer Service Issue,1,American,,catiekate,,0,@AmericanAir we've been on hold for hours.,"[35.22534456, -106.57241352]",2/22/15 12:23,,
5.69593E+17,negative,1,Late Flight,1,American,,otisday,,0,@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?,,2/22/15 12:23,Pekin,Eastern Time (US & Canada)
5.69593E+17,neutral,1,,,American,,WishUpon_26,,0,@AmericanAir can you guys help me please?,,2/22/15 12:22,KY,Eastern Time (US & Canada)
5.69593E+17,negative,1,Cancelled Flight,0.3704,American,,otisday,,0,@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.,,2/22/15 12:22,Pekin,Eastern Time (US & Canada)
5.69593E+17,neutral,0.6521,,,American,,EricRoberts,,0,http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir,,2/22/15 12:22,"Los Angeles, CA",Pacific Time (US & Canada)
5.69593E+17,negative,1,Late Flight,0.7123,American,,Jess_JCW,,0,@AmericanAir .....and they waited 5 hours in a stuffy plane until they could get off then 7 more hrs to get their luggage  #AmericanAirlines,,2/22/15 12:21,London,London
5.69593E+17,neutral,1,,,American,,WishUpon_26,,0,@AmericanAir do you guys have another flight for today that you can book me on from laguardia to louisville ky?,,2/22/15 12:21,KY,Eastern Time (US & Canada)
5.69593E+17,negative,0.6788,Cancelled Flight,0.6788,American,,SarahM0en,,0,@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?,,2/22/15 12:20,Nashville TN,Central Time (US & Canada)
5.69593E+17,negative,0.644,Cancelled Flight,0.644,American,,sbrandongage,,0,@AmericanAir Has AA Flight 296 from San Antonio to Dallas been Cancelled Flighted?,,2/22/15 12:20,"Pueblo, CO",Eastern Time (US & Canada)
5.69592E+17,negative,1,Flight Booking Problems,0.6643,American,,totestoked,,0,@AmericanAir trying to book a flight on hold- can't get through to a representative on the phone- Advice?,,2/22/15 12:19,"Naperville, IL ",Eastern Time (US & Canada)
5.69592E+17,negative,1,Cancelled Flight,1,American,,thepin618,,0,@AmericanAir Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.,,2/22/15 12:19,,
5.69592E+17,neutral,1,,,American,,WishUpon_26,,0,@AmericanAir i need someone to help me out,,2/22/15 12:19,KY,Eastern Time (US & Canada)
5.69592E+17,negative,1,Cancelled Flight,1,American,,WishUpon_26,,0,@AmericanAir my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?,,2/22/15 12:18,KY,Eastern Time (US & Canada)
5.69592E+17,negative,1,Flight Attendant Complaints,0.708,American,,Jess_JCW,,0,"@AmericanAir &amp; if that wasn't enough, your staff have been so rude &amp; ignored passengers,don't think that should be accepted whatever reason",,2/22/15 12:18,London,London
5.69592E+17,negative,1,longlines,0.6788,American,,Jess_JCW,,0,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous,,2/22/15 12:17,London,London
5.69592E+17,neutral,1,,,American,,TrueChief77,,0,"@AmericanAir guarantee no retribution? If so, I'd be glad to share.",,2/22/15 12:17,970 Colorado,
5.69592E+17,negative,1,Cancelled Flight,0.6333,American,,tcunningham10,,0,@AmericanAir a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help,"[40.46692522, -82.64567078]",2/22/15 12:16,Central Ohio,Eastern Time (US & Canada)
5.69592E+17,negative,1,Customer Service Issue,0.7255,American,,kiabeveridge,,0,"@AmericanAir I used the ""call back"" feature with an operator regarding my flight, got a call 2 hours Late Flightr and got hung up on. #pleasehelp",,2/22/15 12:16,Chicago,Mountain Time (US & Canada)
5.69592E+17,negative,1,Customer Service Issue,1,American,,GregPoos,,0,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",,2/22/15 12:16,,
5.69592E+17,negative,1,Cancelled Flight,1,American,,tim_sheehy,,0,@AmericanAir  ugh Dump us in dfw w/no luggage then Cancelled Flight our flight 3 more times. Sat arrival now Tue?,,2/22/15 12:16,Washington DC,Central Time (US & Canada)
5.69591E+17,negative,1,Cancelled Flight,1,American,,TheJoshAbides,,0,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!",,2/22/15 12:15,New York City,Eastern Time (US & Canada)
5.69591E+17,positive,1,,,American,,iambmac,,0,@AmericanAir DMing you now! Big thanks.,,2/22/15 12:15,"Columbus, OH, USA",Eastern Time (US & Canada)
5.69591E+17,negative,1,Bad Flight,0.6774,American,,A_for_AdNauseam,,0,@AmericanAir 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?,,2/22/15 12:14,,
5.69591E+17,positive,1,,,American,,howiemandel,,3,@AmericanAir I love your company and your staff is amazing. They just made an uncomfortable situation comfortable,,2/22/15 12:14,,Pacific Time (US & Canada)
5.69591E+17,negative,1,Customer Service Issue,1,American,,KCBobolz,,0,@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?,,2/22/15 12:14,"Milwaukee County, Wisconsin",Central Time (US & Canada)
5.69591E+17,negative,1,Customer Service Issue,1,American,,andyellwood,,0,"@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?",,2/22/15 12:13,"New York, New York",Eastern Time (US & Canada)
5.6959E+17,negative,1,Late Flight,0.3358,American,,Jill_Lynnette,,0,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!,,2/22/15 12:10,,Eastern Time (US & Canada)
5.6959E+17,positive,0.6274,,0,American,,Flora_Lola_NYC,,0,@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever,,2/22/15 12:10,,Eastern Time (US & Canada)
5.6959E+17,negative,1,Can't Tell,1,American,,yourlama,,0,"@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer.","[32.9070889, -97.03785947]",2/22/15 12:10,,
5.6959E+17,positive,1,,,American,,DrCaseyJRudkin,,0,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,"[40.64946781, -73.76624703]",2/22/15 12:08,East Coast,
5.69589E+17,negative,1,Late Flight,1,American,,cataattack,,0,@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!,,2/22/15 12:08,"Buenos Aires, Argentina",Buenos Aires
5.69589E+17,negative,1,Cancelled Flight,1,American,,KristinaMeyer7,,0,"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC.",,2/22/15 12:05,,Eastern Time (US & Canada)
5.69589E+17,positive,1,,,American,,jlhalldc,,0,"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”",,2/22/15 12:04,"Washington, DC",Eastern Time (US & Canada)
5.69589E+17,negative,1,Customer Service Issue,1,American,,jontgreen89,,0,@AmericanAir How do I change my flight if the phone system keeps telling me that the representatives are busy?,,2/22/15 12:04,"Waco, TX",Central Time (US & Canada)
5.69588E+17,positive,1,,,American,,Laurelinesblog,,0,@AmericanAir Thanks! He is.,,2/22/15 12:04,"Chapel Hill, NC",
5.69588E+17,negative,1,Bad Flight,1,American,,MDDavis7,,0,@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.,,2/22/15 12:04,US,Eastern Time (US & Canada)
5.69588E+17,neutral,0.676,,0,American,,Chad_SMFYM,,0,"“@AmericanAir: @TilleyMonsta George, that doesn't look good. Please follow this link to start the refund process: http://t.co/4gr39s91Dl”😂",,2/22/15 12:01,,Central Time (US & Canada)
5.69588E+17,negative,1,Cancelled Flight,1,American,,RussellsWriting,,0,"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday.",,2/22/15 12:01,Los Angeles,Arizona
5.69588E+17,negative,0.6684,Late Flight,0.6684,American,,GolfWithWoody,,0,@AmericanAir right on cue with the delays👌,,2/22/15 12:01,,Quito
5.69588E+17,positive,0.3487,,0,American,,KristenReenders,,0,@AmericanAir thank you we got on a different flight to Chicago.,,2/22/15 12:01,,
5.69587E+17,negative,1,Customer Service Issue,1,American,,itsropes,,0,@AmericanAir leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc,,2/22/15 11:59,Texas,
5.69587E+17,neutral,1,,,American,,sanyabun,,0,@AmericanAir Please bring American Airlines to #BlackBerry10,,2/22/15 11:59,"Nigeria,lagos",
5.69587E+17,negative,1,Customer Service Issue,0.6659,American,,SraJackson,,0,"@AmericanAir you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",,2/22/15 11:59,New Jersey,Eastern Time (US & Canada)
5.69587E+17,neutral,0.6771,,0,American,,daviddtwu,,0,@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?,,2/22/15 11:58,"dallas, TX",